restFrequency,stdWidth,v0,rmsLower,freqMin,freqMax,name,unit,rmsUpper,lower,stdPosition,position,width,stdMaxAmplitude,widthMethod,knownRestFrequency,transition,initialFrequencyScale,eup,maxAmplitude,stdV0,fwhm,stdFlux,species,aij,flux,upper,skyFrequency,rms,peakpos,snr,peakposMethod,vlsr
497.8261422770686,0.08642746240778457,4.075322962597052,497.7495,497.814,497.8295,IRAS16293,GHz,497.89300000000003,497.79850000000005,1.4351740824913075E-4,497.82135661699544,2.3987710877847177,0.0017934565031247588,Gaussian,497.828124,A-CH3OH(8 2 - 0 _ 8 1 + 0),sky,121.2682,0.056314902461800674,0.08642746240776185,5.648674240956148,3.945160085708335E-5,A-CH3OH,6.35E-4,5.812234944049763E-4,497.84499999999997,497.8195,0.006680127228614474,0,7.709205674858043,Gaussian,4.0
501.1076860612759,0.15850674536623427,4.197513107797186,501.043,501.096,501.105,IRAS16293,GHz,501.1585,501.087,2.6494215657068925E-4,501.1006657925955,2.0157100149564524,0.002276559756128718,Gaussian,501.10768199999995,"SO2, v=0(28 0 28 _ 27 1 27)",sky,354.2826,0.037251698204677414,0.15850639555730048,4.7466343481890885,3.1252139550342275E-5,"SO2, v=0",0.0017,2.2363114456270094E-4,501.11400000000003,501.101,0.007051370541717022,0,5.125694073330262,Gaussian,4.0
501.58869247913475,0.18413110605145933,4.064342220308045,501.523,501.57550000000003,501.5895,IRAS16293,GHz,501.641,501.5615000000001,3.08069340978103E-4,501.58208986594576,2.3782530844703538,0.0029965519267400494,Gaussian,501.58889000000005,A-CH3OH(9 2 - 0 _ 9 1 + 0),sky,142.1515,0.0475703667252258,0.1841311060188556,5.6003580354674725,6.060378615272831E-5,A-CH3OH,6.53E-4,4.3160532094956445E-4,501.60349999999994,501.582,0.00843120979316675,0,5.642175665440113,Gaussian,4.0
504.7182342352453,0.10830994317399319,4.1732539086171085,504.629,504.7065,504.719,IRAS16293,GHz,504.7955,504.694,1.8234402031693092E-4,504.7123140662175,2.1139496301084573,0.0016655449692935063,Gaussian,504.71934000000005,S-34-O(12 11 _ 11 10),sky,164.4989,0.03883651974358298,0.1083099431674311,4.977970963165156,2.9940112654356978E-5,S-34-O,0.00168,3.1809941989815874E-4,504.7315,504.7115,0.00664091669946494,0,5.411096842630672,Gaussian,4.0
505.7637481850819,0.19224147457567148,2.3796119405534264,505.6465,505.7495,505.7675,IRAS16293,GHz,505.8695,505.73150000000004,3.2431651159352926E-4,505.75789849911735,2.961438649768563,0.0027555053475839895,Gaussian,505.761913,A-CH3OH(10 2 - 0 _ 10 1 + 0),sky,165.3508,0.04955046775014796,0.19224147456548188,6.973655094604402,7.392878006297559E-5,A-CH3OH,6.72E-4,6.133897357298746E-4,505.78549999999996,505.757,0.007678360647815421,0,6.233725060275881,Gaussian,4.0
507.2962686328338,0.2505275042422,4.738315964370215,507.22,507.272,507.2945,IRAS16293,GHz,507.35900000000004,507.24949999999995,4.2392651640093924E-4,507.28950000000003,1.8515126434156597,0.004723610119528224,Gaussian,507.29751799999997,S-34-O(12 13 _ 11 12),sky,162.6535,0.041383921239062725,0.2505275042420844,4.359979086343436,1.6755217693724162E-6,S-34-O,0.00172,6.7168418355752515E-6,507.31700000000006,507.28950000000003,0.007315775389517523,0,5.656805879847003,Gaussian,4.0
510.90881683348863,0.09930683759316858,4.282702872288582,510.84700000000004,510.89750000000004,510.907,IRAS16293,GHz,510.95750000000004,510.8880000000001,1.6923739770385214E-4,510.90233737020736,1.3992850950681768,0.002497525250705776,Gaussian,510.90963600000003,HCO-18+(6 _ 5),sky,85.82479366478483,0.042363024628321776,0.09930683759310592,3.2950645905795803,2.653815556324543E-5,HCO-18+,0.010894836320121767,2.0425748981466548E-4,510.9164999999999,510.902,0.007986653178697166,0,5.274366419519904,Gaussian,4.0
511.5023247524059,0.17299104139477134,3.1099585765252704,511.43600000000004,511.49,511.50600000000003,IRAS16293,GHz,511.5575,511.474,2.9515195543911856E-4,511.4966048299728,2.749817606276173,0.002159904837745815,Gaussian,511.501911,"SO2, v=0(28 1 27 _ 27 2 26)",sky,375.4664,0.044560170058622006,0.17299104113117816,6.475325619438155,4.8744732946457677E-5,"SO2, v=0",0.00134,4.376370048753885E-4,511.52200000000005,511.4955,0.006910293178498397,0,5.674877872554381,Gaussian,4.0
511.7223276878091,0.15367677128638077,3.389273298568178,511.6545,511.70550000000003,511.721,IRAS16293,GHz,511.773,511.69000000000005,2.6230987529175993E-4,511.7137848061812,2.400140936769759,0.0022380477022866945,Gaussian,511.71957000000003,"CH3OCH3, v=0(10 6 4 3 _ 9 5 4 3)",sky,100.6651,0.04225837254930787,0.15367677128568194,5.6518999888047885,4.6970157119729187E-5,"CH3OCH3, v=0",7.4E-4,4.0149113362731697E-4,511.7365,511.7155,0.006891419292471268,0,5.857444135589833,Gaussian,4.0
513.3693496633049,0.15211239882749963,3.6675681561499176,513.2860000000001,513.352,513.371,IRAS16293,GHz,513.438,513.333,2.6047597333615015E-4,513.3620486107321,3.4589557198653607,0.0015695383368649035,Gaussian,513.368329,"CH3OCH3, v=0(7 7 0 0 _ 6 6 1 0)",sky,94.3646,0.04360403563383883,0.15211239807794863,8.145218264013408,4.803348360098699E-5,"CH3OCH3, v=0",0.00115,6.006314105924609E-4,513.39,513.3625,0.008019684202123397,0,5.34412210411455,Gaussian,4.0
515.1693736802403,0.10838917425900137,4.101422487973566,515.1065,515.157,515.17,IRAS16293,GHz,515.2195,515.1440000000001,1.8625589818692604E-4,515.1631970214015,1.6721060012059092,0.00273123774566391,Gaussian,515.170245,A-CH3OH(16 0 + 0 _ 15 1 + 0),sky,315.2122,0.04791883090763644,0.10838917426032009,3.9375087290562196,4.159378695582091E-5,A-CH3OH,4.09E-4,3.4143890101191976E-4,515.1829999999999,515.1625,0.008163485623618561,0,5.863741125935632,Gaussian,4.0
523.27348180982,0.11933056923267879,3.794817462334247,523.194,523.258,523.278,IRAS16293,GHz,523.3415,523.238,2.0828352139742152E-4,523.2676693162759,2.7841018015083825,0.002094499124716388,Gaussian,523.2742930000001,E-CH3OH(14 -1   0 _ 13 0   0),sky,241.0358,0.058116875927851114,0.11933056923279393,6.556058729598717,5.498269210365643E-5,E-CH3OH,6.26E-4,6.968579988260333E-4,523.298,523.2665000000001,0.005624968180424658,0,9.640330496334348,Gaussian,4.0
523.9729911430679,0.12126415689180384,3.602467788890369,523.8870000000001,523.9615,523.971,IRAS16293,GHz,524.045,523.952,2.1194088565629028E-4,523.965866668024,1.0519828946153718,0.004849356221973347,Gaussian,523.972163,"CCH, v=0(6 6.5 6 _ 5 5.5 5)",sky,88.0178,0.04855088302631903,0.12126415689183243,2.4772304072699582,4.1807635238649275E-5,"CCH, v=0",4.53E-4,1.9431500406394354E-4,523.9805,523.966,0.008652274866218487,0,5.611343118083163,Gaussian,4.0
524.0344919636466,0.08947669196834813,3.6574842406264483,523.948,524.0225,524.0325,IRAS16293,GHz,524.107,524.0125,1.5640236193409441E-4,524.0275147579123,1.1705877378259542,0.0033364124015309886,Gaussian,524.033908,"CCH, v=0(6 5.5 6 _ 5 4.5 5)",sky,88.0378,0.051083088737314285,0.08947669196891121,2.7565234694999905,3.281081914295243E-5,"CCH, v=0",4.51E-4,2.3146823481669994E-4,524.0425,524.0275,0.008266054587015194,0,6.179863464434244,Gaussian,4.0
524.2764951925901,0.19763159413610784,5.348228339087057,524.196,524.2625,524.2795,IRAS16293,GHz,524.3455,524.2455000000001,3.456138927361264E-4,524.2706249660556,3.026815745040522,0.0022837760297754472,Gaussian,524.279978,HDCO(8 2 6 _ 7 2 5),sky,144.2876,0.04386860627101812,0.19763159232699745,7.127606389036709,6.0182121339451366E-5,HDCO,0.00402,5.128297276219699E-4,524.2964999999999,524.2695,0.007065981247403063,0,5.983431607427453,Gaussian,4.0
524.7420014036364,0.154361216117246,3.0958480523652887,524.549,524.726,524.743,IRAS16293,GHz,524.9205000000001,524.709,2.70182582472362E-4,524.7347911980462,2.628365948716605,0.001911856584786215,Gaussian,524.7402099999999,E-CH3OH(8 -4   0 _ 8 -3   0),sky,163.561,0.041523307300277895,0.15436121611689832,6.18932882171465,4.6440704011812195E-5,E-CH3OH,6.38E-4,4.432551639983642E-4,524.7600000000001,524.735,0.00720075045496278,0,5.766524969860593,Gaussian,4.0
524.8055022509005,0.11858429108742577,3.738634731271644,524.5915,524.792,524.804,IRAS16293,GHz,525.0055,524.7800000000001,2.0758644321035655E-4,524.7984322919468,1.7514149135663815,0.002914182753956121,Gaussian,524.804977,E-CH3OH(7 -4   0 _ 7 -3   0),sky,144.9965,0.0536688424946764,0.11858429108814467,4.124266945632263,4.012648272133812E-5,E-CH3OH,6.02E-4,3.2888659237402285E-4,524.8159999999999,524.7985,0.008414357459637995,0,6.378246081428701,Gaussian,4.0
524.8620030047655,0.16632496997946747,2.9141656156788858,524.643,524.8455,524.8665,IRAS16293,GHz,525.0685,524.8245000000001,2.911901829534613E-4,524.8557730320414,3.1286642892990915,0.002059900609007719,Gaussian,524.860875,E-CH3OH(6 -4   0 _ 6 -3   0),sky,128.7495,0.05066786800612662,0.1663249699794358,7.367441382614009,5.8859265711043446E-5,E-CH3OH,5.48E-4,6.273863143312127E-4,524.8874999999999,524.855,0.009262248019404125,0,5.213208353371383,Gaussian,4.0
528.1765472292832,0.1174269144779628,3.062373798205776,528.1,528.1645,528.179,IRAS16293,GHz,528.2435,528.15,2.0688175758236046E-4,528.1718496802955,2.3123523632349903,0.0015828727713125081,Gaussian,528.177245,E-CH3OH(13 3   0 _ 13 2   0),sky,251.0606,0.03547556257052272,0.11742691447588108,5.445173696120442,3.4904890102724616E-5,E-CH3OH,8.8E-4,3.6587502403559143E-4,528.1935,528.1695,0.005951950178165733,0,5.272900792864591,Gaussian,4.0
529.5420654487972,0.1715119934734169,3.5522194634463817,529.473,529.5265,529.54,IRAS16293,GHz,529.595,529.5130000000001,3.0294739049316956E-4,529.533993515114,2.656443246078245,0.00190921558586563,Gaussian,529.5402680000001,E-CH3OH(10 3   0 _ 10 2   0),sky,167.4891,0.03545016078326952,0.17151182729129344,6.255445804352133,4.4519076314124337E-5,E-CH3OH,8.5E-4,3.7593949499587295E-4,529.5534999999999,529.535,0.0060315169910036305,0,5.469074045252585,Gaussian,4.0
530.5495788916096,0.10201749599523834,3.1976044202866083,530.332,530.5345,530.553,IRAS16293,GHz,530.7555,530.516,1.8054065402323602E-4,530.5435691299672,2.8881507472366486,0.001843431256092251,Gaussian,530.549228,E-CH3OH(5 3   0 _ 5 2   0),sky,74.6333,0.05933626072903929,0.10201749599436682,6.801075272663975,5.019296545571827E-5,E-CH3OH,7.03E-4,7.560285157636174E-4,530.5715,530.5425,0.008940741436627703,0,6.349556966342854,Gaussian,4.0
531.6340933618133,0.18776824764488984,4.335345237022466,531.4785,531.619,531.6395,IRAS16293,GHz,531.779,531.5985000000001,3.329736369264527E-4,531.6286769240617,3.132463983169062,0.0025396191106820667,Gaussian,531.636365,A-CH3OH(11 2 - 0 _ 10 2 - 0),sky,190.865,0.05139041068465693,0.18776824764409694,7.376388977903998,7.4094880400391E-5,A-CH3OH,6.57E-4,6.775267486903233E-4,531.66,531.6270000000001,0.008799916506609669,0,5.043926874859225,Gaussian,4.0
532.0715991992628,0.11508102276341646,3.0261259755144776,531.9425,532.057,532.0705,IRAS16293,GHz,532.1850000000001,532.0435,2.0424278382351514E-4,532.063799256697,2.1721854215565597,0.0021052742610666547,Gaussian,532.0691700000001,E-CH3OH(11 3   0 _ 10 3   0),sky,193.0238,0.04713343283741382,0.11508102275846299,5.115105772205389,4.1424426968719686E-5,E-CH3OH,6.27E-4,4.242322429158681E-4,532.0840000000001,532.0645000000001,0.006931921551336535,0,6.718535226925973,Gaussian,4.0
532.1300999798132,0.15562406214161353,3.99967884104166,531.9855,532.117,532.1355,IRAS16293,GHz,532.2655,532.0985,2.7622945215861634E-4,532.1254885570486,3.592081673742221,0.0015571410629504892,Gaussian,532.132588,A-CH3OH(11 2 + 0 _ 10 2 + 0),sky,190.9421,0.045539345950681265,0.15562401767143852,8.458705928716505,4.624988746970016E-5,A-CH3OH,6.59E-4,5.966379305110852E-4,532.154,532.123,0.006676729603187745,0,5.537382906164654,Gaussian,4.0
532.5686058306054,0.09726263273581007,4.1564363061846965,532.4615,532.55,532.5685,IRAS16293,GHz,532.657,532.5314999999999,1.7277995990913397E-4,532.5593952922494,2.5262764476460604,0.002357037951908894,Gaussian,532.566779,E-CH3OH(11 -2   0 _ 10 -2   0),sky,171.2932,0.06822841914507413,0.09726263273578299,5.948926418206523,5.7595560187286864E-5,E-CH3OH,6.57E-4,7.884761926114216E-4,532.587,532.5615,0.008804886761090699,0,7.105021359355686,Gaussian,4.0
536.3631564596393,0.15622858824720978,3.029780081171625,536.2975,536.3495,536.365,IRAS16293,GHz,536.416,536.3340000000001,2.795075910537822E-4,536.356813384606,2.2691658099225243,0.002766959929155881,Gaussian,536.3622340000001,"SO2, v=0(30 0 30 _ 29 1 29)",sky,404.9416,0.0462790170166834,0.15622858824687985,5.343477134704449,6.0690073589228905E-5,"SO2, v=0",0.00211,4.71792862316114E-4,536.3805,536.356,0.007817278870087107,0,5.617264515792466,Gaussian,4.0
539.285195447131,0.10668871735108816,2.0882558254795804,539.223,539.273,539.2825,IRAS16293,GHz,539.3335,539.2635,1.9191577765524613E-4,539.2782305387519,1.2804831024520276,0.002288418702870276,Gaussian,539.281987,A-CH3OH(16 2 - 0 _ 16 1 + 0),sky,353.1248,0.03115327883226479,0.10668871735239331,3.0153072769774534,2.6331135370277033E-5,A-CH3OH,8.23E-4,1.6795400934238036E-4,539.292,539.278,0.006046046060107157,0,5.152669781631245,Gaussian,4.0
547.1197999808419,0.20142344820618038,4.161113834795217,547.0545,547.1065,547.1185,IRAS16293,GHz,547.1695,547.0944999999999,3.675916124749831E-4,547.1120369895268,1.7946606219900094,0.004105276409409468,Gaussian,547.119631,S-34-O(13 12 _ 12 11),sky,190.7568,0.04152064313871855,0.2014234482034768,4.226102806689785,6.771398208713797E-5,S-34-O,0.00215,3.207551966596243E-4,547.1305000000001,547.1125000000001,0.008185229593314074,0,5.054957183625646,Gaussian,4.0
548.4778181002853,0.28094597267889215,9.854138399229376,548.4265,548.4665,548.474,IRAS16293,GHz,548.5125,548.459,5.139899954135192E-4,548.469612283865,1.3128648760364865,0.004350866111498647,Gaussian,548.4876409999999,"SiC2, v=0(23 6 18 _ 22 6 17)",sky,384.0734,0.027868270644420476,0.28094596430016416,3.091560526507791,3.731578185345981E-5,"SiC2, v=0",0.00502,1.008215404117254E-4,548.4815000000001,548.4705,0.004741446485088016,0,5.022409004831665,Gaussian,4.0
549.27832878115,0.35689493428627533,3.6180040018517707,549.163,549.266,549.279,IRAS16293,GHz,549.3815,549.2529999999999,6.538937705167695E-4,549.2720761055772,2.206919839058898,0.006136360965456522,Gaussian,549.278705,S-34-O(13 14 _ 12 13),sky,189.015,0.04611868736247468,0.35689493287918445,5.19689907479237,1.2197262063545516E-4,S-34-O,0.00219,4.1378609839168724E-4,549.292,549.271,0.006967627739309314,0,6.3473757814648835,Gaussian,4.0
556.930930886482,0.12344227927147564,5.600283096909945,556.837,556.864,556.97,IRAS16293,GHz,557.014,556.758,2.2931919527751333E-4,556.9255981382789,6.002563409649759,0.031028158983110902,Gaussian,556.936002,o-H2O(1 1 0 _ 1 0 1),sky,26.729,2.657340331140707,0.1234422792714912,14.134956638612573,0.0017123708643550697,o-H2O,0.00345,0.05311105988608399,557.076,556.9235,0.05316525144472157,0,36.15229671680893,Gaussian,4.0
557.1214334282743,0.09581837381836025,5.0639134260967555,556.8065,557.1080000000001,557.1185,IRAS16293,GHz,557.421,557.0975000000001,1.78062257339903E-4,557.1136284135696,1.7210826058511477,0.002150043974431413,Gaussian,557.123039,H2CS(16 1 15 _ 15 1 14),sky,240.6093,0.050385408712872504,0.09581837363585458,4.052839819412383,2.8836958142932768E-5,H2CS,0.00264,2.932216029412412E-4,557.129,557.114,0.007468911764963179,0,6.587860525251739,Gaussian,4.0
557.282935583127,0.11152090353006484,3.994182018264555,557.2165,557.27,557.2810000000001,IRAS16293,GHz,557.3355,557.2589999999999,2.0730248192799762E-4,557.2758132278655,2.221573280730589,0.001668065127878096,Gaussian,557.283238,"SO2, v=0(22 6 16 _ 22 5 17)",sky,321.0408,0.043347240449775046,0.11152057765924123,5.231405292969559,2.8319946936930105E-5,"SO2, v=0",0.00136,3.1934797904047303E-4,557.2920000000001,557.2755,0.007097240601997064,0,6.017640860451161,Gaussian,4.0
558.389450346871,0.15683720516991062,4.254372073806128,558.298,558.3770000000001,558.3875,IRAS16293,GHz,558.468,558.3665000000001,2.921003711789376E-4,558.3830188419007,2.3353244505895456,0.002013840052116943,Gaussian,558.390943,"SO2, v=0(21 6 16 _ 21 5 17)",sky,300.7715,0.04008127180351817,0.15682691862669318,5.499268827899151,3.338144853975736E-5,"SO2, v=0",0.00135,2.843332442711632E-4,558.398,558.3820000000001,0.007071438467900763,0,5.031598388623708,Gaussian,4.0
484.00295784034824,0.11626550884233162,5.0778438699460695,483.889,483.99150000000003,484.00100000000003,IRAS16293,GHz,484.1035,483.982,1.8770349586192569E-4,483.99646799481116,1.9737743844001236,0.0026282039657844346,Gaussian,484.00466600000004,A-CH3OH(2 2 - 0 _ 2 1 + 0),sky,44.6725,0.05727926219160209,0.1162655021694142,4.647883484754034,3.5652016644374264E-5,A-CH3OH,4.0E-4,3.4022603825201663E-4,484.01050000000004,483.9965,0.009440037113294737,0,6.067694597400861,Gaussian,4.0
492.7840750029643,0.1484631485687385,1.5149471502492917,492.7195,492.77250000000004,492.7835,IRAS16293,GHz,492.8355,492.76150000000007,2.44033232399297E-4,492.77767082427783,2.1234136326935293,0.0029963230528765126,Gaussian,492.780161,"CH3OCH3, v=0(9 6 3 5 _ 8 5 4 5)",sky,91.5632,0.05717245499683998,0.14846314455014897,5.000256986158709,4.3386065957746305E-5,"CH3OCH3, v=0",7.14E-4,3.546765809351975E-4,492.79449999999997,492.77750000000003,0.008166513511696661,0,7.0008400665661705,Gaussian,4.0
503.01671153257007,0.1206103747167837,3.932064884646692,502.952,503.00100000000003,503.016,IRAS16293,GHz,503.0665,502.98600000000005,2.02367122924679E-4,503.009275465613,1.949530074231359,0.0029243116286086428,Gaussian,503.01587300000006,"CH3OCH3, v=0(28 0 28 5 _ 27 1 27 5)",sky,353.8233,0.05774385555021201,0.12061037471688749,4.590792497190679,5.223409951640683E-5,"CH3OCH3, v=0",0.00112,4.642651307255561E-4,503.031,503.01,0.007704046932509931,0,7.447735805980513,Gaussian,4.0
506.82526234840236,0.12121085220086016,4.09345760184319,506.7475,506.81,506.827,IRAS16293,GHz,506.889,506.793,2.0491470220491522E-4,506.8183346534819,2.1576377710345915,0.0027854606207430477,Gaussian,506.825255,"DCN, v=0(7 0 0 _ 6 0 0)",sky,97.3026,0.056340244460392125,0.12121085220082124,5.080848673148154,5.66054560521415E-5,"DCN, v=0",0.00633,5.359474268747152E-4,506.844,506.81850000000003,0.009514022886747622,0,5.921810902816957,Gaussian,4.0
508.53478515781956,0.13440682487780606,3.63033474307676,508.457,508.521,508.538,IRAS16293,GHz,508.6,508.504,2.2799009813204447E-4,508.5285809020166,2.297520142630775,0.002494790983101157,Gaussian,508.534739,"C-13-S, v=0,1(11 0 _ 10 0)",sky,146.4613,0.051072087156228206,0.13440682487782618,5.410246485729315,5.518735351197112E-5,"C-13-S, v=0,1",0.00281,5.14091655341457E-4,508.555,508.528,0.007038915166589455,0,7.22215028194701,Gaussian,4.0
512.0758324044683,0.11367883057632018,3.7879203076381907,511.9975,512.0615,512.0795,IRAS16293,GHz,512.1415000000001,512.0435,1.941725445848362E-4,512.0695218470746,2.446590538903171,0.0018708546471324866,Gaussian,512.075992,"SO2, v=0(27 2 26 _ 26 1 25)",sky,350.918,0.05274024317391434,0.11367883057603068,5.76128044299226,4.169953864565468E-5,"SO2, v=0",0.00131,5.089208232266733E-4,512.0975000000001,512.069,0.00725899500674878,0,7.052999898684531,Gaussian,4.0
514.039358602942,0.09327290042567515,3.2039040125138327,513.9735000000001,514.0235,514.039,IRAS16293,GHz,514.09,514.008,1.5992807991724618E-4,514.0317494462381,2.0473988910079415,0.0019945370246094185,Gaussian,514.037243,HDCO(8 2 7 _ 7 2 6),sky,143.0326,0.051926026547758214,0.09327290042543607,4.821255948719636,3.844573887943419E-5,HDCO,0.00379,4.578623178465766E-4,514.0545,514.0325,0.006121333028250803,0,7.909153769872575,Gaussian,4.0
530.1230732009302,0.17593435278626957,3.789244329614872,529.908,530.1095,530.1255,IRAS16293,GHz,530.3255,530.0935000000001,3.111009554685856E-4,530.1165954755546,2.1437431874202417,0.0036095319543297285,Gaussian,530.123296,E-CH3OH(8 3   0 _ 8 2   0),sky,123.3821,0.05078957927349985,0.1759343527859365,5.048129429135725,7.729337906360365E-5,E-CH3OH,8.16E-4,5.047331355953777E-4,530.1415,530.116,0.009850839737530027,0,5.034173168605625,Gaussian,4.0
